stream_code,universe_code,domain_code,name,entity_nature,path_type,source_cluster,source_subcluster,outcome_count,outcomes_raw,education_requirement,minimum_entry_stage,recommended_pathway,core_qualifications,normalization_basis,confidence,notes,governance_status,version,source_document
COM-STR-WM,UNI-COMMERCE,COM-DOM-FIN,Wealth Management,Professional/Employment Stream,Core,Wealth Mgmt,,,Wealth Manager; Investment Advisor; Portfolio Manager,,,,,Direct source,High,Advice-related roles may require certifications and regulatory eligibility.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-FP,UNI-COMMERCE,COM-DOM-FIN,Financial Planning,Professional Stream,Specialized,Wealth Mgmt; CFP Certification,,,Financial Planner; Personal Finance Advisor,,,,,Normalized inference,High,"CFP is a certification, not the stream itself.",Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-INV,UNI-COMMERCE,COM-DOM-FIN,Investment Analysis,Analytical Stream,Specialized,Finance & Investment category; CFA Level 1,,,Investment Analyst; Finance Analyst,,,,,Normalized inference,Medium,Dedicated pathway sheet absent.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-EQRES,UNI-COMMERCE,COM-DOM-MKT,Equity Research,Analytical Stream,Specialized,Stock Market Advanced,,,Equity Research Analyst,,,,,Normalized from career outcomes,High,Separate from trading and portfolio management.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-TRD,UNI-COMMERCE,COM-DOM-MKT,Trading & Derivatives,Markets Stream,Niche,Stock Market Advanced,,,Derivatives Trader; Market Trader,,,,,Normalized from career outcomes,High,Instrument knowledge should be attached through Financial Instrument entities.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-PORT,UNI-COMMERCE,COM-DOM-MKT,Portfolio Strategy,Markets Stream,Specialized,Stock Market Advanced; Wealth Mgmt,,,Portfolio Strategist; Portfolio Analyst,,,,,Normalized from career outcomes,High,Portfolio Manager remains a career outcome/licensed role where applicable.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ALGO,UNI-COMMERCE,COM-DOM-MKT,Algorithmic Trading Analytics,Tech/Markets Stream,Emerging,Stock Market Advanced,,,Algo Trading Analyst; Quantitative Market Analyst,,,,,Normalized from career outcomes,High,Cross-domain link to analytics and technology required.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ACT,UNI-COMMERCE,COM-DOM-INS,Actuarial Science,Professional Qualification Stream,Advanced-systems,Actuarial,,,Actuary; Risk Analyst; Insurance Analyst,,,,,Direct source,High,Multi-level professional exam series and work-experience requirements.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-INSRISK,UNI-COMMERCE,COM-DOM-INS,Insurance & Risk Analysis,Analytical Stream,Specialized,Insurance & Risk Management category; Actuarial,,,Insurance Analyst; Risk Analyst,,,,,Normalized inference,Medium,Dedicated non-actuarial insurance pathway sheet absent.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ECO,UNI-COMMERCE,COM-DOM-ECO,Economics,Academic Discipline,Core,Economics Pathway,,,Economist; Policy Analyst; Data Analyst,,,,,Direct source,High,Economics may also belong to Arts/Social Sciences; mark as multi-faculty.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-POL,UNI-COMMERCE,COM-DOM-ECO,Economic Policy & Applied Research,Research Stream,Specialized,Economics Pathway,,,Policy Analyst; Economic Researcher,,,,,Normalized from career outcomes,High,Research methods and public-policy links required.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-FDA,UNI-COMMERCE,COM-DOM-ANA,Financial Data Analytics,Analytical/Digital Stream,Core,Data Analytics,,,Financial Data Analyst; Data Analyst; BI Analyst,,,,,Direct source,High,Do not conflate with generic Data Science.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-BA,UNI-COMMERCE,COM-DOM-ANA,Business Analytics,Analytical/Digital Stream,Core,Business Analytics,,,Business Analyst; Revenue Analyst; Pricing Analyst; CRM Analyst,,,,,Direct source,High,Career outcomes should be separated from the academic/skill pathway.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-BI,UNI-COMMERCE,COM-DOM-ANA,Business Intelligence & MIS,Analytical/Digital Stream,Specialized,Data Analytics; Business Analytics,,,BI Analyst; MIS Analyst,,,,,Normalized from career outcomes,High,Requires tools and data-visualisation skill mappings.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-FT,UNI-COMMERCE,COM-DOM-FT,FinTech,Interdisciplinary Stream,Emerging,FinTech,,,FinTech Analyst; Product Manager; Digital Payments Specialist,,,,,Direct source,High,Umbrella stream; advanced substreams should be children.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-PAY,UNI-COMMERCE,COM-DOM-FT,Digital Payments,Digital Finance Stream,Emerging,FinTech; FinTech Advanced,,,Payments Specialist; Digital Payments Analyst,,,,,Normalized from career outcomes,High,Distinct from the umbrella FinTech stream.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-DLEND,UNI-COMMERCE,COM-DOM-FT,Digital Lending,Digital Finance Stream,Emerging,FinTech Advanced,,,Digital Lending Analyst,,,,,Normalized from career outcomes,High,Credit/lending is cross-linked to Banking.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-BCC,UNI-COMMERCE,COM-DOM-FT,Blockchain & Crypto Compliance,Digital Compliance Stream,Edge-case,FinTech Advanced,,,Blockchain Analyst; Crypto Compliance Analyst,,,,,Normalized from career outcomes,High,Should not be modeled as investment advice.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-INST,UNI-COMMERCE,COM-DOM-FT,InsurTech,Interdisciplinary Stream,Emerging,FinTech Advanced,,,InsurTech Specialist,,,,,Normalized from career outcomes,High,Cross-domain link to Insurance & Risk.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ECOM,UNI-COMMERCE,COM-DOM-ECM,E-Commerce Management,Digital Business Stream,Core,E-Commerce,,,E-Commerce Manager; Marketplace Specialist,,,,,Direct source,High,Umbrella stream for online commerce operations.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-MKTPL,UNI-COMMERCE,COM-DOM-ECM,Marketplace Operations,Digital Operations Stream,Specialized,E-Commerce; E-Commerce Advanced,,,Marketplace Manager; Catalog Specialist,,,,,Normalized from career outcomes,High,"Catalog, seller and platform operations belong here.",Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-D2C,UNI-COMMERCE,COM-DOM-ECM,D2C & Online Entrepreneurship,Enterprise Stream,Emerging,E-Commerce Advanced; E-Commerce,,,D2C Brand Manager; Dropshipping Entrepreneur; Online Business Owner,,,,,Normalized from career outcomes,High,Links to Enterprise Path.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ESUP,UNI-COMMERCE,COM-DOM-ECM,E-Commerce Supply Chain,Digital Operations Stream,Specialized,E-Commerce Advanced,,,E-Commerce Supply Chain Analyst,,,,,Normalized from career outcomes,High,Cross-domain link to Logistics.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-DM,UNI-COMMERCE,COM-DOM-MAR,Digital Marketing,Digital Marketing Stream,Core,Digital Marketing,,,Digital Marketing Specialist; SEO Analyst; Social Media Manager; Performance Marketer,,,,,Direct source,High,Specialisations should become child streams or career outcomes.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-BRAND,UNI-COMMERCE,COM-DOM-MAR,Advertising & Brand Management,Creative/Business Stream,Core,Advertising & Branding,,,Brand Manager; Advertising Executive; Marketing Analyst,,,,,Direct source,High,Branding and advertising can share a domain but need outcome separation.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-MEDIA,UNI-COMMERCE,COM-DOM-MAR,Media Planning & Public Relations,Communication Stream,Specialized,Advertising & Branding; Digital Marketing,,,Media Planner; PR Specialist; Content Strategist,,,,,Normalized from career outcomes,High,Multi-faculty link to communication/media studies.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-PROC,UNI-COMMERCE,COM-DOM-OPS,Procurement & Vendor Management,Operations Stream,Specialized,Industry Operations,,,Procurement Manager; Vendor Manager,,,,,Normalized from career outcomes,High,Business-function stream.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-LOG,UNI-COMMERCE,COM-DOM-OPS,"Inventory, Logistics & Supply Chain",Operations Stream,Core,Industry Operations; Logistics & Supply Chain category,,,Inventory Controller; Logistics Analyst,,,,,Normalized from career outcomes,High,Dedicated pathway data needs expansion.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-EXIM,UNI-COMMERCE,COM-DOM-OPS,Export-Import & International Trade Operations,Trade Operations Stream,Specialized,Industry Operations,,,Export-Import Specialist,,,,,Normalized from career outcomes,High,"Requires customs, trade documentation and compliance concepts.",Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-FREEL,UNI-COMMERCE,COM-DOM-ENT,Commerce Freelancing & Remote Advisory,Independent Work Stream,Emerging,Global Freelance Careers,,,Remote Bookkeeper; Freelance Financial Consultant; Online Business Consultant,,,,,Direct source normalized,High,Global Freelance Careers is an employment mode; normalized into a stream plus outcomes.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-CREATOR,UNI-COMMERCE,COM-DOM-ENT,Creator Economy & Digital Business Management,Digital Enterprise Stream,Emerging,Global Freelance Careers; Digital Marketing,,,Creator Economy Manager; Affiliate Marketer,,,,,Normalized from career outcomes,Medium,Source supports roles but not a full pathway.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-ENT,UNI-COMMERCE,COM-DOM-ENT,Commerce Entrepreneurship & Enterprise Management,Enterprise Stream,Core,Business & Entrepreneurship category; E-Commerce,,,Entrepreneur; Business Owner; Consultant,,,,,Normalized inference,Medium,Needs enterprise-type and regulatory-registration entities.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-PUBBANK,UNI-COMMERCE,COM-DOM-PUB,Public-Sector Banking & Finance Recruitment,Government Recruitment Stream,Core,Banking Pathway; Public Sector & Govt Roles category,,,Bank PO; Public-Sector Banking Officer,,,,,Normalized inference,Medium,"Recruitment pathway, not an academic stream.",Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
COM-STR-PUBPOL,UNI-COMMERCE,COM-DOM-PUB,Government Economic & Statistical Services,Government Recruitment Stream,Specialized,Economics Pathway; Public Sector & Govt Roles category,,,Government Economist; Statistical/Economic Officer,,,,,Normalized inference,Low,Specific services/exams are not present in the source workbook.,Validated baseline,0.7,RSA_SCC_Ontology_v0.7_Commerce_Universe.md
