source_record_code,source_workbook,source_sheet,source_row,source_url,content_hash,raw_json
SRC-COM-ACTUARIAL-9-F2627,3-Structured - Commerce.xlsx,Actuarial,9,,f9a010c5ff11f3fd23f9d6aa9ea063b1045d8f03e432d8a303f5fc17ef20c4c7,"{""Layer"":""Salary Range"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""₹4–25+ LPA (varies)""}"
SRC-COM-ADVERTISING-BRAND-0E99D,3-Structured - Commerce.xlsx,Advertising & Branding,4,,021039f3d2ab5dfef4ecbee66f663693f452ec16e3b3e0330b58f1793bba4d60,"{""Layer"":""Criteria"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Aptitude"",""9th"":""Creativity/Logic"",""10th"":""Commitment"",""11th"":""Skill Focus"",""12th"":""Consistency"",""UG Yr1"":""Execution Skills"",""UG Yr2"":""Advanced Knowledge"",""UG Yr3"":""Experience"",""PG/Final"":""Expertise""}"
SRC-COM-ADVERTISING-BRAND-290D3,3-Structured - Commerce.xlsx,Advertising & Branding,8,,cf2212f375f04bb99265a9a94eef49961dd68ade906db73eb580873b9375fe67,"{""Layer"":""Future Scope"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""High / AI-integrated / evolving""}"
SRC-COM-ADVERTISING-BRAND-7745D,3-Structured - Commerce.xlsx,Advertising & Branding,6,,c54f0790560b90cbd34bf8c52e2360643678b852df4be86609ad17248850a68c,"{""Layer"":""Supporting Activities"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Awareness"",""9th"":""Online Learning"",""10th"":""Courses"",""11th"":""Certifications"",""12th"":""Projects"",""UG Yr1"":""Internships"",""UG Yr2"":""Freelancing"",""UG Yr3"":""Live Projects"",""PG/Final"":""Full-time Work""}"
SRC-COM-ADVERTISING-BRAND-7BC75,3-Structured - Commerce.xlsx,Advertising & Branding,7,,9ce6d22a03a0dabd250668fe9b7d97e5432de271e66eccfac391517cc35f7348,"{""Layer"":""Relevant Careers"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Brand Manager, Media Planner, Advertising Executive, Marketing Analyst, PR Specialist""}"
SRC-COM-ADVERTISING-BRAND-9086B,3-Structured - Commerce.xlsx,Advertising & Branding,2,,b42758939b588c8e086319cb9c10796609e7800b7651cdeb2881e47e2dc0c28b,"{""Layer"":""Structure Path"",""Stream"":""Commerce"",""Specialization"":""Advertising & Branding"",""Type"":""Core"",""8th"":""Awareness"",""9th"":""Basic Exposure"",""10th"":""Stream Decision"",""11th"":""Start Learning"",""12th"":""Skill Building"",""UG Yr1"":""Practical Training"",""UG Yr2"":""Advanced Skills"",""UG Yr3"":""Internship"",""PG/Final"":""Professional Entry""}"
SRC-COM-ADVERTISING-BRAND-B8A8B,3-Structured - Commerce.xlsx,Advertising & Branding,5,,d0e728ac2e802295d5df45229a3287d2b1784fb9079c5f5375414050d7dbf977,"{""Layer"":""Key Subjects"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Math"",""9th"":""Commerce Basics"",""10th"":""Accounts/Eco"",""11th"":""Domain Basics"",""12th"":""Domain Tools"",""UG Yr1"":""Advanced Tools"",""UG Yr2"":""Specialization"",""UG Yr3"":""Applied Learning"",""PG/Final"":""Professional Skills""}"
SRC-COM-ADVERTISING-BRAND-E0E1B,3-Structured - Commerce.xlsx,Advertising & Branding,3,,b9bc69cc769e5967be672c5c602862a63f86682cf28101d7c9dfb0ce05002dba,"{""Layer"":""Decision Points"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Interest"",""9th"":""Skill Inclination"",""10th"":""Career Awareness"",""11th"":""Tool Selection"",""12th"":""Specialization Choice"",""UG Yr1"":""Domain Selection"",""UG Yr2"":""Advanced Learning"",""UG Yr3"":""Industry Exposure"",""PG/Final"":""Career Role""}"
SRC-COM-BANKING-PATHWAY-1-88A51,3-Structured - Commerce.xlsx,Banking Pathway,10,,e034a3ef7952f4b7be4d52e92338f576615b7bf7c8c2635fdc8f78a82c10266b,"{""Layer"":""Future Scope"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Strong / AI-augmented / evolving""}"
SRC-COM-BANKING-PATHWAY-1-C9A7F,3-Structured - Commerce.xlsx,Banking Pathway,11,,1b7ca6b82ae83f5d178854b6899810b7c8296aa5bae11819e4507ab51a0a7bec,"{""Layer"":""Entrance Exam"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""IBPS / SBI PO""}"
SRC-COM-BANKING-PATHWAY-1-F6005,3-Structured - Commerce.xlsx,Banking Pathway,12,,2315e546643b94269f8400b5b470ac10946ee7b135aa16a5af082faf07a1e794,"{""Layer"":""Exam Preparation Stage"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Foundation Awareness"",""9th"":""Basic Concepts Start"",""10th"":""Stream Decision"",""11th"":""Aptitude Prep Start"",""12th"":""Serious Preparation"",""UG Yr1"":""Mock Tests + Coaching"",""UG Yr2"":""Revision + Practice"",""UG Yr3"":""PO/Clerk Exam"",""PG/Final"":""Final Attempt / Certification""}"
SRC-COM-BANKING-PATHWAY-2-D934D,3-Structured - Commerce.xlsx,Banking Pathway,2,,c0cb619a5fd87c75898e371b7e22642e411adb67d7911f03ee9ad0737872a736,"{""Layer"":""Structure Path"",""Stream"":""Commerce"",""Specialization"":""Banking Careers"",""Type"":""Core"",""8th"":""Foundation"",""9th"":""Foundation"",""10th"":""Boards"",""11th"":""Commerce"",""12th"":""Continue"",""UG Yr1"":""Core Study"",""UG Yr2"":""Advanced"",""UG Yr3"":""Internship"",""PG/Final"":""Final Qualification""}"
SRC-COM-BANKING-PATHWAY-3-2A734,3-Structured - Commerce.xlsx,Banking Pathway,3,,316d759a5892cd78955e614748eda4780251c24b8b9712edc7f22f03ab6c0c79,"{""Layer"":""Decision Points"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Interest"",""9th"":""Stream Choice"",""10th"":""Career Awareness"",""11th"":""Register Course"",""12th"":""Continue"",""UG Yr1"":""Clear Levels"",""UG Yr2"":""Specialization"",""UG Yr3"":""Practical Exposure"",""PG/Final"":""Career Choice""}"
SRC-COM-BANKING-PATHWAY-4-EFAD6,3-Structured - Commerce.xlsx,Banking Pathway,4,,b0c7e0ea5e05915bd5c8aefc4a2652143bf70ebd96fe69a1b16d6d412dd43b2e,"{""Layer"":""Criteria"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Aptitude"",""9th"":""Numerical"",""10th"":""Consistency"",""11th"":""Subject Strength"",""12th"":""Commitment"",""UG Yr1"":""Concept Clarity"",""UG Yr2"":""Advanced Skills"",""UG Yr3"":""Experience"",""PG/Final"":""Expertise""}"
SRC-COM-BANKING-PATHWAY-5-5F16F,3-Structured - Commerce.xlsx,Banking Pathway,5,,3adb7d74a5eea63858200416f99bb0ebf30f1bcb0b27d5cda10b729b2f5e9d46,"{""Layer"":""Key Subjects"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Math"",""9th"":""Accounts"",""10th"":""Accounts"",""11th"":""Accounts/Eco"",""12th"":""Accounts/Eco"",""UG Yr1"":""Core Subjects"",""UG Yr2"":""Advanced"",""UG Yr3"":""Applied"",""PG/Final"":""Specialization""}"
SRC-COM-BANKING-PATHWAY-6-A5141,3-Structured - Commerce.xlsx,Banking Pathway,6,,85f9ff3a0d01778d0cf04cf4089a19b62cb2aa6067f676699bdf437bfdca7902,"{""Layer"":""Supporting Activities"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Learning"",""9th"":""Self-study"",""10th"":""Coaching"",""11th"":""Foundation Prep"",""12th"":""Exam Prep"",""UG Yr1"":""Internship"",""UG Yr2"":""Projects"",""UG Yr3"":""Articleship/Training"",""PG/Final"":""Professional Work""}"
SRC-COM-BANKING-PATHWAY-7-5A4CB,3-Structured - Commerce.xlsx,Banking Pathway,7,,4f63097db4b1320ac1c4c156f2b35bc6da404cf32d550e16c9a45eb3c2406dad,"{""Layer"":""Career Outcomes"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""""}"
SRC-COM-BANKING-PATHWAY-8-73606,3-Structured - Commerce.xlsx,Banking Pathway,8,,5319571c27e467ff90b96bfd46bb5a1efd004a0b219def1d1ccabd4a7e50b139,"{""Layer"":""Relevant Careers"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Bank PO, Branch Manager, Credit Analyst""}"
SRC-COM-BANKING-PATHWAY-9-A4F60,3-Structured - Commerce.xlsx,Banking Pathway,9,,f9a010c5ff11f3fd23f9d6aa9ea063b1045d8f03e432d8a303f5fc17ef20c4c7,"{""Layer"":""Salary Range"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""₹4–25+ LPA (varies)""}"
SRC-COM-BUSINESS-ANALYTIC-11C78,3-Structured - Commerce.xlsx,Business Analytics,3,,b9bc69cc769e5967be672c5c602862a63f86682cf28101d7c9dfb0ce05002dba,"{""Layer"":""Decision Points"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Interest"",""9th"":""Skill Inclination"",""10th"":""Career Awareness"",""11th"":""Tool Selection"",""12th"":""Specialization Choice"",""UG Yr1"":""Domain Selection"",""UG Yr2"":""Advanced Learning"",""UG Yr3"":""Industry Exposure"",""PG/Final"":""Career Role""}"
SRC-COM-BUSINESS-ANALYTIC-17735,3-Structured - Commerce.xlsx,Business Analytics,7,,7317b4ff7e5f7be814c75138b1e48c92907644eac88145b5390ac5229c930098,"{""Layer"":""Relevant Careers"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Business Analyst, Financial Data Analyst, Revenue Analyst, Pricing Analyst, MIS Analyst, CRM Analyst""}"
SRC-COM-BUSINESS-ANALYTIC-4A207,3-Structured - Commerce.xlsx,Business Analytics,5,,d0e728ac2e802295d5df45229a3287d2b1784fb9079c5f5375414050d7dbf977,"{""Layer"":""Key Subjects"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Math"",""9th"":""Commerce Basics"",""10th"":""Accounts/Eco"",""11th"":""Domain Basics"",""12th"":""Domain Tools"",""UG Yr1"":""Advanced Tools"",""UG Yr2"":""Specialization"",""UG Yr3"":""Applied Learning"",""PG/Final"":""Professional Skills""}"
SRC-COM-BUSINESS-ANALYTIC-78DE2,3-Structured - Commerce.xlsx,Business Analytics,2,,77ebaeed62005d106f0d397e7fa344b6af80070638613306916c5407934e9040,"{""Layer"":""Structure Path"",""Stream"":""Commerce"",""Specialization"":""Business Analytics"",""Type"":""Core"",""8th"":""Awareness"",""9th"":""Basic Exposure"",""10th"":""Stream Decision"",""11th"":""Start Learning"",""12th"":""Skill Building"",""UG Yr1"":""Practical Training"",""UG Yr2"":""Advanced Skills"",""UG Yr3"":""Internship"",""PG/Final"":""Professional Entry""}"
SRC-COM-BUSINESS-ANALYTIC-9A033,3-Structured - Commerce.xlsx,Business Analytics,6,,c54f0790560b90cbd34bf8c52e2360643678b852df4be86609ad17248850a68c,"{""Layer"":""Supporting Activities"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Awareness"",""9th"":""Online Learning"",""10th"":""Courses"",""11th"":""Certifications"",""12th"":""Projects"",""UG Yr1"":""Internships"",""UG Yr2"":""Freelancing"",""UG Yr3"":""Live Projects"",""PG/Final"":""Full-time Work""}"
SRC-COM-BUSINESS-ANALYTIC-E834D,3-Structured - Commerce.xlsx,Business Analytics,8,,cf2212f375f04bb99265a9a94eef49961dd68ade906db73eb580873b9375fe67,"{""Layer"":""Future Scope"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""High / AI-integrated / evolving""}"
SRC-COM-BUSINESS-ANALYTIC-FAFE8,3-Structured - Commerce.xlsx,Business Analytics,4,,021039f3d2ab5dfef4ecbee66f663693f452ec16e3b3e0330b58f1793bba4d60,"{""Layer"":""Criteria"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Aptitude"",""9th"":""Creativity/Logic"",""10th"":""Commitment"",""11th"":""Skill Focus"",""12th"":""Consistency"",""UG Yr1"":""Execution Skills"",""UG Yr2"":""Advanced Knowledge"",""UG Yr3"":""Experience"",""PG/Final"":""Expertise""}"
SRC-COM-CA-PATHWAY-10-7C585,3-Structured - Commerce.xlsx,CA Pathway,10,,e034a3ef7952f4b7be4d52e92338f576615b7bf7c8c2635fdc8f78a82c10266b,"{""Layer"":""Future Scope"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Strong / AI-augmented / evolving""}"
SRC-COM-CA-PATHWAY-11-8C169,3-Structured - Commerce.xlsx,CA Pathway,11,,0c7abf88f5a3d27eca6e7f642b40171bc0d78b4408ba00c4bd25c650238ded13,"{""Layer"":""Entrance Exam"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""CA Foundation / Intermediate / Final (ICAI)""}"
SRC-COM-CA-PATHWAY-12-BD750,3-Structured - Commerce.xlsx,CA Pathway,12,,f10ce2564b04e470e415867e3fb96fcf58ff4921af25b27fae818f954fa9b9f8,"{""Layer"":""Exam Preparation Stage"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Foundation Awareness"",""9th"":""Basic Concepts Start"",""10th"":""Stream Decision"",""11th"":""Start CA Foundation Prep"",""12th"":""Serious Preparation"",""UG Yr1"":""Mock Tests + Coaching"",""UG Yr2"":""Revision + Practice"",""UG Yr3"":""CA Inter / Final"",""PG/Final"":""Final Attempt / Certification""}"
SRC-COM-CA-PATHWAY-2-51ECD,3-Structured - Commerce.xlsx,CA Pathway,2,,cb16ecb9db8354c45328ac608c6037029f70fd3c3f71ac4715fe0c29270302dc,"{""Layer"":""Structure Path"",""Stream"":""Commerce"",""Specialization"":""Chartered Accountant"",""Type"":""Core"",""8th"":""Foundation"",""9th"":""Foundation"",""10th"":""Boards"",""11th"":""Commerce"",""12th"":""Continue"",""UG Yr1"":""Core Study"",""UG Yr2"":""Advanced"",""UG Yr3"":""Internship"",""PG/Final"":""Final Qualification""}"
SRC-COM-CA-PATHWAY-3-20C96,3-Structured - Commerce.xlsx,CA Pathway,3,,316d759a5892cd78955e614748eda4780251c24b8b9712edc7f22f03ab6c0c79,"{""Layer"":""Decision Points"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Interest"",""9th"":""Stream Choice"",""10th"":""Career Awareness"",""11th"":""Register Course"",""12th"":""Continue"",""UG Yr1"":""Clear Levels"",""UG Yr2"":""Specialization"",""UG Yr3"":""Practical Exposure"",""PG/Final"":""Career Choice""}"
SRC-COM-CA-PATHWAY-4-0604D,3-Structured - Commerce.xlsx,CA Pathway,4,,b0c7e0ea5e05915bd5c8aefc4a2652143bf70ebd96fe69a1b16d6d412dd43b2e,"{""Layer"":""Criteria"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Aptitude"",""9th"":""Numerical"",""10th"":""Consistency"",""11th"":""Subject Strength"",""12th"":""Commitment"",""UG Yr1"":""Concept Clarity"",""UG Yr2"":""Advanced Skills"",""UG Yr3"":""Experience"",""PG/Final"":""Expertise""}"
SRC-COM-CA-PATHWAY-5-630CA,3-Structured - Commerce.xlsx,CA Pathway,5,,3adb7d74a5eea63858200416f99bb0ebf30f1bcb0b27d5cda10b729b2f5e9d46,"{""Layer"":""Key Subjects"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Math"",""9th"":""Accounts"",""10th"":""Accounts"",""11th"":""Accounts/Eco"",""12th"":""Accounts/Eco"",""UG Yr1"":""Core Subjects"",""UG Yr2"":""Advanced"",""UG Yr3"":""Applied"",""PG/Final"":""Specialization""}"
SRC-COM-CA-PATHWAY-6-9B028,3-Structured - Commerce.xlsx,CA Pathway,6,,85f9ff3a0d01778d0cf04cf4089a19b62cb2aa6067f676699bdf437bfdca7902,"{""Layer"":""Supporting Activities"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Basic Learning"",""9th"":""Self-study"",""10th"":""Coaching"",""11th"":""Foundation Prep"",""12th"":""Exam Prep"",""UG Yr1"":""Internship"",""UG Yr2"":""Projects"",""UG Yr3"":""Articleship/Training"",""PG/Final"":""Professional Work""}"
SRC-COM-CA-PATHWAY-7-5196C,3-Structured - Commerce.xlsx,CA Pathway,7,,4f63097db4b1320ac1c4c156f2b35bc6da404cf32d550e16c9a45eb3c2406dad,"{""Layer"":""Career Outcomes"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""""}"
SRC-COM-CA-PATHWAY-8-F4979,3-Structured - Commerce.xlsx,CA Pathway,8,,ceb9db96d7bffa1ec57d59ae6c1167a5d3bdd83d8f33302a05a7fa836588ea76,"{""Layer"":""Relevant Careers"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Auditor, Tax Consultant, CFO, Forensic Accountant""}"
SRC-COM-CA-PATHWAY-9-34003,3-Structured - Commerce.xlsx,CA Pathway,9,,f9a010c5ff11f3fd23f9d6aa9ea063b1045d8f03e432d8a303f5fc17ef20c4c7,"{""Layer"":""Salary Range"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""₹4–25+ LPA (varies)""}"
SRC-COM-CMA-PATHWAY-10-DC08B,3-Structured - Commerce.xlsx,CMA Pathway,10,,e034a3ef7952f4b7be4d52e92338f576615b7bf7c8c2635fdc8f78a82c10266b,"{""Layer"":""Future Scope"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""Strong / AI-augmented / evolving""}"
SRC-COM-CMA-PATHWAY-11-A4AF1,3-Structured - Commerce.xlsx,CMA Pathway,11,,8a7103b2d56533bea6e632e6a3425b2332b674469f6c5f50df5234585e58397e,"{""Layer"":""Entrance Exam"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":"""",""9th"":"""",""10th"":"""",""11th"":"""",""12th"":"""",""UG Yr1"":"""",""UG Yr2"":"""",""UG Yr3"":"""",""PG/Final"":""CMA Foundation / Inter / Final""}"
SRC-COM-CMA-PATHWAY-12-36D18,3-Structured - Commerce.xlsx,CMA Pathway,12,,a7e1d46f5113641d623d25c1ec7be23e3a165da1e33d25d30bae05f1dd3ca58d,"{""Layer"":""Exam Preparation Stage"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Foundation Awareness"",""9th"":""Basic Concepts Start"",""10th"":""Stream Decision"",""11th"":""Start CMA Prep"",""12th"":""Serious Preparation"",""UG Yr1"":""Mock Tests + Coaching"",""UG Yr2"":""Revision + Practice"",""UG Yr3"":""Inter / Final"",""PG/Final"":""Final Attempt / Certification""}"
SRC-COM-CMA-PATHWAY-2-20F00,3-Structured - Commerce.xlsx,CMA Pathway,2,,4f3814a5d5d4c4f8223f33a08f7d298a26b4c50370134d208be178fca19a9032,"{""Layer"":""Structure Path"",""Stream"":""Commerce"",""Specialization"":""Cost Accountant"",""Type"":""Core"",""8th"":""Foundation"",""9th"":""Foundation"",""10th"":""Boards"",""11th"":""Commerce"",""12th"":""Continue"",""UG Yr1"":""Core Study"",""UG Yr2"":""Advanced"",""UG Yr3"":""Internship"",""PG/Final"":""Final Qualification""}"
SRC-COM-CMA-PATHWAY-3-7D4B8,3-Structured - Commerce.xlsx,CMA Pathway,3,,316d759a5892cd78955e614748eda4780251c24b8b9712edc7f22f03ab6c0c79,"{""Layer"":""Decision Points"",""Stream"":"""",""Specialization"":"""",""Type"":"""",""8th"":""Interest"",""9th"":""Stream Choice"",""10th"":""Career Awareness"",""11th"":""Register Course"",""12th"":""Continue"",""UG Yr1"":""Clear Levels"",""UG Yr2"":""Specialization"",""UG Yr3"":""Practical Exposure"",""PG/Final"":""Career Choice""}"
